Time;Rain;GlobRad;TMPM;LF;Wind;TMPMX;TMPMN
34425;5.60;10.60;10.21;73.59;8.52;14.56;6.34
34426;1.40;8.28;5.38;82.03;5.31;7.88;2.32
34427;0.00;14.42;4.45;80.21;3.79;7.55;1.28
34428;4.18;3.07;4.57;77.31;7.91;6.25;2.84
34429;2.59;15.85;4.92;72.64;7.17;8.85;1.33
34430;0.00;13.50;5.72;74.54;3.05;8.83;2.92
34431;0.00;15.50;5.46;75.35;1.87;9.49;1.37
34432;0.00;15.82;6.87;72.41;2.60;11.31;2.05
34433;3.79;9.11;5.76;77.94;5.27;8.56;4.03
34434;3.39;13.28;5.49;73.03;3.73;8.59;1.35
34435;0.60;3.37;6.59;89.40;3.87;8.85;4.93
34436;1.00;7.27;9.03;85.64;4.31;12.78;6.24
34437;29.44;1.62;7.48;87.83;6.41;8.76;5.77
34438;0.00;8.17;6.06;75.76;6.59;7.88;4.52
34439;0.00;18.62;7.14;66.72;1.98;10.87;2.99
34440;0.00;11.29;7.47;78.10;2.87;11.33;2.96
34441;0.00;16.84;7.21;70.35;4.17;10.43;3.51
34442;0.00;14.04;5.36;59.98;2.55;9.96;0.45
34443;0.00;19.56;6.05;67.32;1.58;11.50;-0.07
34444;0.00;16.41;8.79;68.53;1.37;14.67;1.36
34445;0.00;13.87;11.68;58.27;1.57;15.74;8.67
34446;0.00;19.53;12.08;66.09;2.25;17.06;6.54
34447;0.00;17.09;15.02;59.19;3.02;21.40;8.88
34448;0.00;17.20;15.29;61.64;2.11;21.50;9.02
34449;10.35;13.86;13.99;78.31;2.62;19.09;10.47
34450;1.19;19.11;12.42;74.81;3.03;17.14;8.08
34451;0.00;16.15;14.63;81.09;2.42;18.58;10.82
34452;0.00;8.31;15.83;84.50;2.42;18.94;13.98
34453;0.00;18.68;16.00;78.70;1.58;20.77;10.84
34454;0.40;15.50;15.33;77.76;3.55;21.68;8.92
34455;0.00;7.21;7.48;72.23;4.56;8.53;4.47
34456;0.00;20.23;7.97;71.96;1.57;13.69;1.40
34457;0.00;23.79;11.88;61.48;4.02;18.18;4.54
34458;3.58;6.20;10.13;83.32;2.50;14.42;7.49
34459;10.75;7.38;9.85;88.73;2.99;12.48;8.32
34460;0.20;14.92;11.05;82.10;2.53;14.52;5.44
34461;1.00;16.38;15.13;78.01;2.62;19.34;11.52
34462;0.00;23.62;15.33;60.31;3.88;21.42;9.08
34463;0.00;3.94;11.10;93.70;3.01;12.27;9.80
34464;0.00;19.12;13.43;80.93;2.42;18.34;9.32
34465;0.00;23.67;15.48;60.60;3.21;20.66;8.79
34466;0.00;23.67;14.76;60.09;2.96;19.53;9.37
34467;3.78;17.36;14.00;78.55;2.56;19.03;9.00
34468;11.15;21.09;16.59;73.24;3.62;22.01;10.27
34469;1.80;8.10;14.83;81.30;4.01;17.94;12.19
34470;0.00;16.86;14.80;75.78;2.38;20.53;8.44
34471;3.12;23.05;17.46;79.74;3.22;22.35;13.80
34472;0.00;16.38;16.13;76.62;1.56;20.36;10.11
34473;8.40;5.16;12.30;96.94;3.09;14.41;8.72
34474;8.64;20.53;11.84;81.25;1.76;17.15;7.34
34475;0.00;9.91;12.46;89.95;3.22;16.79;9.53
34476;0.00;18.96;15.09;78.08;3.03;18.36;12.10
34477;3.84;11.98;13.40;88.87;2.03;17.08;10.14
34478;1.20;20.48;14.69;81.66;1.53;19.28;8.47
34479;2.40;9.92;15.20;92.91;1.80;18.49;11.71
34480;6.96;12.64;12.93;86.10;2.03;15.37;11.17
34481;0.24;10.86;10.25;83.15;2.73;13.26;7.03
34482;0.96;21.85;12.01;78.36;1.71;16.41;7.80
34483;0.00;13.21;10.21;76.86;2.53;12.75;7.90
34484;0.00;24.28;9.45;75.11;2.80;14.03;3.61
34485;0.00;21.60;11.75;73.07;2.95;16.71;4.84
34486;0.00;26.82;16.13;63.03;2.10;23.05;8.87
34487;0.00;7.41;16.52;81.00;1.88;21.53;12.38
34488;2.16;15.91;15.69;77.13;4.37;19.26;12.45
34489;0.00;11.55;12.10;80.67;4.54;15.01;10.40
34490;10.32;10.95;10.11;91.06;3.37;12.70;7.79
34491;7.92;18.10;11.83;77.88;2.93;16.60;5.11
34492;0.00;8.87;15.05;87.76;3.52;17.45;12.45
34493;0.00;22.97;16.11;80.28;2.88;20.51;9.84
34494;17.04;21.54;11.10;82.20;4.11;14.62;8.54
34495;0.00;14.50;11.35;86.06;3.34;13.60;9.74
34496;3.84;17.97;11.89;83.65;2.28;16.11;8.66
34497;0.00;21.25;13.51;82.01;1.77;19.15;6.97
34498;0.00;9.24;12.52;89.14;2.63;15.95;8.16
34499;0.00;26.56;14.76;77.08;2.97;19.93;11.06
34500;0.00;18.56;12.08;75.17;2.83;15.33;6.53
34501;0.00;6.47;11.76;84.43;3.71;13.86;8.98
34502;2.88;26.19;11.88;74.89;2.26;15.78;6.63
34503;0.00;12.07;15.57;76.19;2.95;20.67;10.26
34504;0.00;24.32;16.81;76.30;3.91;20.61;12.97
34505;0.00;16.24;16.62;83.88;2.01;19.90;14.11
34506;0.00;16.48;17.47;79.71;2.64;20.43;14.89
34507;0.00;11.47;18.20;73.71;4.87;20.41;14.06
34508;0.00;28.66;14.56;65.08;3.34;18.32;9.38
34509;0.00;27.92;14.78;69.79;2.02;21.24;5.44
34510;0.00;26.54;21.07;61.54;2.49;29.97;10.99
34511;0.00;21.85;21.10;82.52;1.40;26.06;16.70
34512;0.00;21.01;20.50;78.60;1.41;25.11;15.91
34513;0.00;21.79;21.68;78.05;1.97;27.83;14.12
34514;0.00;20.28;22.73;80.31;2.73;28.64;17.12
34515;0.00;28.04;16.99;70.08;1.76;21.62;10.39
34516;0.00;27.33;17.54;70.98;1.63;23.72;8.74
34517;0.00;26.21;20.32;67.61;2.33;26.75;10.66
34518;0.00;24.95;23.38;68.35;1.77;30.95;13.98
34519;0.00;17.35;22.56;78.69;2.46;31.51;17.80
34520;8.88;17.49;19.55;87.61;2.17;23.16;16.03
34521;0.00;19.60;19.34;78.78;1.64;23.49;15.44
34522;0.72;5.51;15.51;92.92;1.97;17.61;13.07
34523;5.52;9.90;15.27;88.24;2.75;19.24;12.72
34524;0.00;15.95;16.26;86.76;2.24;19.80;12.35
34525;0.00;26.50;18.03;76.75;0.89;24.90;9.91
34526;0.00;26.27;21.19;71.53;1.85;27.35;13.14
34527;0.00;26.40;22.70;65.91;2.17;28.90;13.97
34528;0.00;24.39;23.51;69.76;2.00;29.90;16.21
34529;0.00;16.44;20.91;82.63;1.52;28.41;15.21
34530;1.68;18.00;20.32;83.04;1.84;23.51;15.86
34531;0.00;24.13;20.20;67.32;1.40;27.21;12.11
34532;0.00;17.48;19.25;79.15;1.74;23.67;12.97
34533;0.00;21.05;19.47;66.29;2.58;23.61;14.46
34534;0.00;24.39;19.56;64.08;2.57;25.04;13.22
34535;0.00;24.95;19.77;58.88;2.04;25.64;12.89
34536;0.00;25.49;20.41;61.56;1.22;28.21;10.12
34537;0.00;24.25;22.52;58.64;1.03;30.58;12.79
34538;0.00;22.72;23.75;60.31;1.13;32.62;14.11
34539;0.00;24.41;25.23;52.31;1.97;33.06;17.52
34540;0.00;21.79;24.51;55.04;1.75;34.44;13.94
34541;0.00;22.05;24.19;65.62;1.93;30.40;17.91
34542;0.00;20.95;24.85;64.69;1.30;32.69;16.16
34543;0.00;20.55;26.50;59.46;2.06;35.02;17.95
34544;0.00;20.38;22.00;74.45;2.09;25.53;17.64
34545;0.00;16.77;23.92;71.25;1.36;31.21;16.90
34546;0.00;21.26;25.89;59.76;1.96;34.70;16.36
34547;0.00;11.84;23.73;67.96;2.18;30.90;19.65
34548;0.00;20.02;21.84;67.14;1.74;27.25;15.97
34549;0.00;21.32;22.74;60.90;1.24;31.01;13.19
34550;0.00;21.99;25.92;52.54;2.16;34.02;15.44
34551;0.00;16.27;24.23;64.10;2.56;35.45;17.20
34552;0.00;14.48;20.79;82.47;2.18;25.53;16.97
34553;0.00;19.09;19.50;71.52;1.85;24.63;13.85
34554;7.68;17.90;18.80;71.91;1.72;24.24;12.92
34555;0.00;21.67;18.36;71.40;2.09;23.34;13.14
34556;0.00;12.53;20.18;67.62;2.71;27.84;10.80
34557;3.84;9.62;20.44;78.17;2.82;24.41;18.27
34558;0.00;10.83;17.87;80.73;4.01;22.19;15.81
34559;0.00;11.33;14.91;78.64;6.92;17.28;12.33
34560;0.00;12.63;13.24;73.75;5.64;16.92;11.00
34561;14.64;19.08;14.49;66.46;4.74;19.03;10.17
34562;0.00;20.78;14.86;71.26;1.40;21.89;6.73
34563;0.00;13.44;16.48;73.39;2.85;23.62;9.76
34564;7.20;6.38;13.42;89.20;4.76;15.61;11.42
34565;12.72;9.77;15.28;85.50;4.80;18.52;12.01
34566;0.00;12.53;16.34;81.05;3.45;19.77;12.06
34567;0.00;10.76;16.10;79.23;1.41;20.22;12.10
34568;0.00;15.57;17.15;76.67;1.94;23.48;9.80
34569;0.00;15.70;20.02;70.34;2.47;25.53;14.59
34570;30.96;8.99;17.81;92.24;2.32;20.45;15.52
34571;0.00;2.50;13.64;99.91;1.60;15.72;11.34
34572;30.48;13.92;15.73;88.62;2.55;21.93;9.58
34573;0.00;8.80;18.20;85.65;3.66;20.78;16.38
34574;0.00;15.16;16.53;78.78;4.64;18.32;12.74
34575;4.56;15.64;14.80;72.85;5.52;18.58;11.46
34576;0.00;11.88;14.22;80.98;1.97;18.52;9.59
34577;0.00;18.15;16.37;75.23;2.77;21.90;10.01
34578;8.76;8.34;17.64;82.48;2.44;22.48;14.27
34579;1.00;13.75;16.24;81.63;3.03;21.67;12.48
34580;2.79;3.09;14.17;92.30;4.84;15.65;11.58
34581;4.78;8.23;15.69;89.87;3.92;18.32;12.35
34582;2.19;4.55;15.24;89.13;3.91;16.39;11.64
34583;4.18;14.97;13.02;77.53;2.41;17.52;8.13
34584;2.39;6.33;13.57;93.42;1.63;16.18;11.28
34585;0.40;7.26;14.71;91.56;2.97;17.78;12.11
34586;4.38;7.37;13.45;84.77;5.73;14.59;11.92
34587;1.00;11.15;13.78;76.51;5.32;17.58;11.51
34588;0.60;13.78;13.47;77.52;4.62;16.84;10.53
34589;7.36;5.85;15.67;90.10;3.29;19.86;13.28
34590;0.00;16.06;15.14;74.12;4.32;19.30;11.36
34591;0.80;11.67;14.24;85.36;3.43;19.18;8.59
34592;8.95;3.72;13.85;82.55;7.15;15.94;12.42
34593;5.37;3.98;11.98;89.61;8.05;12.76;11.23
34594;0.60;4.98;10.71;88.13;6.89;11.80;9.83
34595;1.59;6.07;11.83;95.18;2.89;13.72;10.25
34596;1.99;4.81;11.80;92.54;2.01;14.02;10.38
34597;0.00;11.65;11.95;88.02;2.32;16.13;8.59
34598;0.00;10.05;11.89;89.70;1.45;17.19;7.90
34599;0.20;8.38;10.04;93.79;0.97;15.32;6.18
34600;0.20;13.71;10.90;88.58;2.29;17.78;3.51
34601;0.00;9.77;13.00;93.65;2.02;19.55;8.61
34602;0.20;8.11;15.82;91.67;1.66;19.67;11.62
34603;0.80;8.58;15.05;94.54;2.42;17.68;11.09
34604;0.00;5.83;13.70;88.53;3.84;16.86;10.62
34605;0.00;11.91;11.49;84.53;2.99;15.88;7.02
34606;0.00;4.00;12.99;85.65;4.26;15.89;10.09
34607;0.00;4.69;12.49;86.37;2.00;14.93;8.43
34608;0.00;2.83;11.14;94.90;2.42;13.66;8.34
34609;1.39;2.86;10.73;99.99;1.26;13.64;8.13
34610;10.75;2.01;11.08;90.98;3.86;13.45;6.18
34611;0.40;8.63;5.22;89.03;4.27;8.65;2.55
34612;3.38;7.00;5.60;89.38;4.35;8.86;2.36
34613;0.40;10.99;4.89;88.97;2.23;10.77;0.19
34614;0.00;3.86;6.19;82.37;2.12;8.61;4.03
34615;0.00;3.71;4.11;92.78;1.18;8.56;-0.63
34616;0.20;2.72;7.20;89.59;1.62;9.82;4.98
34617;0.00;8.24;7.20;96.05;0.82;12.88;2.43
34618;0.20;7.62;6.84;96.43;1.22;14.31;2.55
34619;0.20;9.63;8.14;94.03;1.46;14.54;3.87
34620;0.20;5.79;7.88;100.70;1.37;12.80;4.99
34621;0.40;9.12;9.61;92.76;1.56;18.86;4.48
34622;0.20;9.15;10.51;89.95;1.97;17.47;5.94
34623;0.00;4.50;7.99;85.68;2.71;9.32;2.07
34624;0.20;8.85;2.73;83.19;0.99;7.85;-1.64
34625;0.00;9.40;2.15;74.16;2.19;8.33;-3.69
34626;0.00;8.11;2.87;70.99;4.24;7.88;-1.28
34627;0.00;7.62;5.02;70.61;5.39;9.94;1.13
34628;0.00;7.53;5.77;77.93;3.25;11.70;1.75
34629;0.80;3.92;9.73;81.33;3.10;13.39;4.70
34630;1.19;4.87;13.75;82.84;4.28;16.77;11.76
34631;1.59;6.65;11.05;84.57;3.39;14.47;8.56
34632;0.40;4.73;10.01;89.29;3.95;12.97;7.49
34633;0.20;3.99;9.73;82.70;4.16;11.29;7.98
34634;1.79;3.77;9.01;81.97;4.28;11.36;6.62
34635;0.00;5.27;7.55;88.07;3.24;10.68;5.10
34636;1.39;6.52;7.43;86.50;4.62;11.07;3.62
34637;12.94;1.32;11.99;96.73;5.60;14.45;8.86
34638;13.33;0.87;14.16;91.37;6.74;15.02;12.87
34639;0.00;6.66;11.17;76.28;7.51;12.91;7.82
34640;0.00;6.29;7.34;87.27;2.30;12.10;4.56
34641;0.00;6.05;6.62;85.84;3.35;11.13;2.83
34642;0.00;5.49;6.68;91.00;3.41;11.22;3.51
34643;0.00;5.24;7.59;93.13;2.48;12.89;3.99
34644;0.20;3.58;9.47;96.98;1.66;14.14;5.41
34645;0.00;1.76;9.89;97.10;0.71;11.37;7.60
34646;0.00;2.14;9.55;96.70;1.01;10.87;8.33
34647;0.00;2.97;7.94;99.38;2.46;9.86;3.94
34648;0.20;1.61;7.57;99.14;2.88;7.98;7.05
34649;4.58;0.79;5.75;93.55;3.59;7.80;3.66
34650;0.00;2.06;1.81;85.08;4.70;4.01;0.95
34651;0.40;2.39;3.85;93.85;3.28;8.25;0.62
34652;4.78;1.10;11.99;91.86;7.02;13.53;8.81
34653;4.98;3.39;11.91;84.86;6.77;13.76;9.13
34654;5.17;2.29;8.64;87.20;5.98;9.83;7.16
34655;4.98;1.32;6.81;92.47;5.01;8.58;5.26
34656;7.96;0.90;5.22;96.57;2.57;6.47;2.32
34657;6.77;0.92;4.43;100.69;3.15;10.18;-0.38
34658;1.00;0.61;13.24;93.28;5.37;15.11;10.57
34659;0.40;2.31;9.01;93.90;3.31;12.26;4.62
34660;0.20;3.78;4.03;102.75;2.34;6.97;0.42
34661;0.20;3.13;4.96;100.55;3.48;8.45;1.66
34662;0.60;0.59;9.49;95.00;4.89;11.28;6.92
34663;1.19;1.56;8.32;95.67;4.89;9.33;7.34
34664;10.15;0.54;8.56;100.21;3.03;10.21;7.50
34665;0.80;1.02;7.72;100.45;2.57;8.92;7.04
34666;0.40;1.05;7.91;100.73;2.55;9.75;4.87
34667;0.20;0.74;5.74;100.63;2.19;6.92;2.95
34668;0.00;1.46;6.76;97.08;1.54;7.82;6.21
34669;0.00;3.33;3.76;96.82;2.11;6.51;0.80
34670;0.20;2.64;0.04;99.43;2.47;2.19;-1.52
34671;0.00;3.22;5.87;89.30;3.97;9.54;1.84
34672;1.19;1.63;8.86;92.66;3.64;10.55;7.26
34673;1.79;1.75;8.91;85.50;3.84;10.71;5.29
34674;1.39;3.26;7.10;95.70;5.42;8.92;5.42
34675;1.39;2.54;5.51;92.29;4.58;7.33;2.84
34676;1.00;1.28;7.44;83.37;6.49;9.20;4.69
34677;3.58;2.62;6.52;91.20;4.84;9.24;1.12
34678;4.18;1.00;2.95;96.76;3.40;8.93;-0.09
34679;0.20;0.57;12.23;92.16;7.04;12.82;10.15
34680;0.60;0.71;12.35;86.78;7.89;13.10;11.69
34681;10.55;1.78;9.09;87.74;5.94;11.93;4.71
34682;1.79;1.16;2.72;98.23;3.65;4.90;-0.33
34683;0.00;3.36;-0.68;100.42;2.42;0.76;-2.08
34684;0.60;0.56;0.52;93.44;4.17;2.18;-1.46
34685;0.20;2.03;2.39;96.32;3.82;3.77;1.30
34686;0.00;2.98;2.09;87.88;5.33;3.15;1.06
34687;0.00;2.74;4.57;88.18;3.53;6.80;2.56
34688;0.60;0.92;3.03;93.51;3.55;4.21;0.94
34689;1.39;0.97;2.58;98.76;2.32;3.72;1.65
34690;0.20;1.11;1.82;100.65;1.64;3.39;0.16
34691;0.00;1.65;0.33;94.28;1.60;1.57;-1.48
34692;0.00;0.79;-2.29;92.96;1.91;-1.75;-3.35
34693;0.00;1.27;-2.29;94.39;3.20;-1.19;-3.17
34694;0.00;0.54;0.46;93.26;5.69;1.89;-1.27
34695;19.90;0.49;5.70;96.83;6.48;9.98;1.36
34696;9.95;0.41;7.94;101.36;3.42;12.95;4.21
34697;0.20;0.52;12.46;82.18;6.88;13.70;11.10
34698;4.38;1.83;7.75;80.72;7.23;11.44;5.36
34699;2.59;2.23;5.59;82.35;6.64;6.42;2.44
34700;0.60;2.47;1.67;89.42;5.85;3.29;-0.80
34701;2.19;1.88;0.34;89.91;6.29;1.94;-0.71
34702;0.00;3.34;-1.97;91.95;2.17;0.39;-7.32
34703;0.00;1.53;-7.15;99.80;1.05;-6.09;-9.70
34704;0.00;2.02;-8.68;96.76;1.05;-6.52;-10.55
34705;0.00;2.12;-8.89;92.18;1.94;-6.78;-10.27
34706;0.00;0.93;-9.15;95.68;1.24;-6.81;-12.54
34707;0.00;2.55;-5.58;89.34;5.17;-3.47;-8.58
34708;10.15;1.53;0.21;99.49;5.10;2.34;-3.58
34709;10.55;2.58;3.19;85.71;9.00;4.90;1.46
34710;0.80;2.22;1.32;95.03;6.99;2.48;0.53
34711;2.99;2.29;0.30;91.87;5.36;1.32;-0.81
34712;0.00;4.07;-2.39;92.13;2.90;-0.88;-5.30
34713;0.60;1.29;0.36;96.83;3.92;1.80;-1.69
34714;0.20;1.01;2.83;100.05;3.68;3.64;1.64
34715;0.00;2.67;2.23;93.96;4.05;3.16;0.96
34716;0.20;3.89;2.54;72.16;5.40;4.89;1.06
34717;1.19;0.62;2.87;71.29;5.08;4.47;2.03
34718;0.40;3.61;2.78;90.71;3.89;4.46;1.46
34719;0.80;1.35;4.89;75.59;5.65;6.66;3.94
34720;3.58;3.17;4.29;86.41;5.04;6.38;2.67
34721;12.54;1.52;6.48;90.53;6.50;11.33;4.54
34722;6.57;3.67;6.53;78.30;9.22;11.25;4.99
34723;4.78;3.07;5.02;85.83;7.99;6.33;3.85
34724;5.37;1.90;3.53;96.04;3.10;4.33;2.61
34725;12.34;1.45;8.69;87.90;8.30;11.97;0.80
34726;2.39;2.31;2.26;85.89;7.15;3.80;1.04
34727;11.94;1.26;5.41;93.08;6.82;9.14;0.45
34728;9.15;1.64;7.09;94.09;5.57;8.14;5.71
34729;0.40;4.38;3.22;87.86;4.33;7.64;0.06
34730;0.00;2.81;1.61;85.72;4.14;4.31;-0.56
34731;2.99;2.11;8.39;82.67;6.77;11.54;4.30
34732;2.59;3.06;4.45;91.99;3.55;6.15;0.15
34733;0.00;2.54;2.48;83.61;3.86;4.85;-0.12
34734;1.79;1.25;5.78;90.96;6.07;7.95;3.90
34735;0.00;4.49;5.69;91.02;3.98;7.93;2.64
34736;0.00;1.16;9.09;93.14;6.03;10.38;7.62
34737;1.99;0.71;7.91;90.28;8.67;9.39;4.72
34738;10.75;0.83;1.69;101.90;2.17;5.62;-0.10
34739;2.19;6.37;-0.15;93.71;2.20;2.54;-1.90
34740;1.00;5.07;0.20;90.59;2.80;2.41;-1.81
34741;1.79;3.79;6.53;92.40;4.70;9.48;1.97
34742;1.99;6.05;8.98;79.38;7.09;10.68;7.06
34743;0.20;6.52;8.17;81.90;4.07;10.90;4.93
34744;1.59;2.64;7.94;86.82;5.54;9.76;5.58
34745;13.73;3.42;8.10;88.10;6.47;11.53;5.86
34746;4.18;2.86;7.49;81.65;6.10;9.13;5.63
34747;4.78;5.72;6.97;78.25;8.91;8.78;4.81
34748;0.40;3.25;4.78;90.32;4.63;6.79;3.41
34749;2.99;2.54;5.78;91.90;6.26;8.41;3.40
34750;1.00;7.85;8.84;73.27;5.99;10.79;5.46
34751;2.39;5.00;8.67;87.61;5.09;12.79;4.48
34752;0.00;9.24;5.39;73.77;6.42;8.82;3.34
34753;0.00;4.40;4.00;75.69;6.56;5.94;2.59
34754;2.39;3.38;3.58;92.25;3.10;5.10;1.24
34755;0.40;3.00;2.57;97.80;2.12;4.81;-0.09
34756;0.00;3.95;2.13;97.20;1.22;4.03;1.33
34757;1.39;7.17;3.34;86.65;4.68;5.87;0.52
34758;0.20;1.79;7.81;93.61;8.89;10.13;3.46
34759;0.00;3.20;9.52;76.41;7.61;11.16;5.80
34760;2.19;7.27;3.64;85.80;5.57;6.27;1.54
34761;0.80;9.97;4.84;74.22;6.63;8.54;1.66
34762;0.00;8.71;2.40;81.66;3.93;5.47;0.56
34763;0.40;4.92;1.87;85.37;6.01;5.43;-0.32
34764;2.19;3.17;3.18;92.07;5.29;5.10;1.87
34765;0.00;9.77;3.08;80.59;4.42;6.15;0.85
34766;0.00;4.91;3.61;70.21;4.79;6.13;1.90
34767;0.00;6.59;3.15;88.60;3.13;7.06;0.45
34768;0.20;12.08;3.65;81.13;3.37;9.50;-1.80
34769;0.00;10.69;5.06;76.46;4.19;10.50;0.60
34770;0.00;11.10;4.11;84.60;3.82;10.46;-0.13
34771;0.00;7.33;3.15;87.19;4.47;6.62;0.26
34772;0.00;10.16;-0.65;74.09;5.10;2.68;-2.75
34773;1.79;3.65;-0.64;95.37;3.45;2.00;-3.57
34774;2.39;8.59;2.20;93.21;3.97;5.36;0.16
34775;2.99;3.95;6.29;85.91;8.18;9.86;2.52
34776;5.97;6.80;5.96;79.04;8.70;7.72;4.57
34777;2.59;8.90;4.97;84.13;5.64;7.42;2.58
34778;4.38;8.98;3.59;85.82;7.49;6.41;1.76
34779;3.58;8.90;3.93;86.56;7.24;6.44;1.83
34780;0.00;9.94;3.06;87.86;3.39;6.14;-0.65
34781;0.00;13.96;5.94;80.86;3.61;12.11;0.47
34782;0.00;10.43;8.50;70.05;4.39;13.65;3.87
34783;6.17;10.00;6.95;80.69;8.63;9.42;3.80
34784;6.77;4.57;5.16;90.88;5.20;7.76;2.32
34785;16.72;9.73;3.17;86.61;7.49;7.62;-0.06
34786;0.00;11.29;0.59;89.12;6.98;2.72;-0.44
34787;2.19;13.80;0.44;86.96;4.20;4.03;-1.46
34788;0.00;16.37;2.09;83.39;2.65;6.61;-2.09
34789;1.79;2.86;2.92;94.78;4.80;6.40;0.20
34790;0.40;3.31;8.67;98.80;5.57;10.55;6.79
34791;0.80;15.05;13.29;76.36;7.95;18.54;9.87
34792;0.00;7.76;10.16;86.13;5.99;12.43;9.04
34793;1.79;9.47;8.01;82.78;5.79;9.93;2.97
34794;0.00;16.83;6.43;76.31;1.97;12.65;0.67
34795;0.00;5.75;9.79;85.83;4.93;11.90;6.73
34796;0.80;3.95;8.68;89.33;7.01;12.21;4.85
34797;0.00;15.33;5.05;73.59;8.74;8.02;2.01
34798;1.99;7.69;3.34;84.58;5.51;5.97;0.59
34799;1.19;3.36;6.47;97.54;3.96;8.27;4.46
34800;0.20;6.53;7.60;95.09;3.18;9.83;6.20
34801;1.59;7.55;7.71;95.58;4.19;10.99;6.18
34802;0.00;12.33;6.90;76.76;2.97;10.94;3.72
34803;0.00;20.76;6.72;69.51;1.27;13.21;-0.02
34804;1.39;9.70;6.95;86.85;2.70;11.32;2.57
34805;1.59;9.66;5.54;89.38;4.96;7.46;3.71
34806;8.96;4.18;5.20;96.14;4.13;7.75;2.53
34807;6.37;7.13;7.37;94.74;5.76;12.19;3.00
34808;5.77;14.49;4.74;88.15;1.96;8.57;0.40
34809;6.77;17.42;5.63;79.52;3.48;9.88;1.24
34810;0.00;18.43;7.28;79.97;3.29;12.76;0.53
34811;0.00;16.39;11.87;87.87;3.84;19.95;6.76
34812;0.00;19.39;15.22;83.87;2.73;20.76;10.47
34813;0.00;21.98;17.99;64.98;4.72;22.63;13.07
34814;1.00;19.57;15.64;71.43;3.93;20.22;12.24
34815;0.00;17.41;13.19;78.49;2.27;18.47;8.57
34816;0.00;10.11;9.40;92.09;3.30;15.00;6.86
34817;0.00;7.75;6.87;72.58;3.55;8.51;5.53
34818;0.00;20.89;9.07;75.71;2.54;14.94;2.09
34819;0.00;10.08;10.85;83.35;1.68;15.35;5.85
34820;0.60;20.31;13.48;74.23;1.85;18.06;9.16
34821;0.00;23.26;12.60;70.19;1.98;18.19;5.95
34822;0.00;24.23;13.66;61.13;1.92;21.03;4.88
34823;0.00;22.66;14.68;68.28;1.92;22.16;6.99
34824;0.00;23.01;16.01;73.97;1.31;23.65;7.55
34825;0.00;21.42;15.13;74.42;2.81;20.50;9.75
34826;0.00;23.86;12.68;71.07;1.46;19.31;5.45
34827;0.00;13.88;14.14;72.01;4.88;16.85;9.51
34828;3.78;10.08;9.66;88.02;5.70;11.64;7.64
34829;1.99;10.20;8.44;92.16;2.58;10.76;7.11
34830;0.80;18.46;9.29;79.13;2.15;13.26;5.92
34831;0.00;13.82;9.79;77.16;3.08;13.46;4.93
34832;0.20;5.60;9.02;84.68;5.43;12.40;7.60
34833;0.00;16.87;7.67;72.80;6.02;10.39;4.42
34834;0.00;18.21;8.24;71.76;3.69;13.43;2.10
34835;0.00;19.60;10.08;75.34;1.65;14.78;4.99
34836;9.35;8.30;11.03;91.03;3.65;14.89;8.82
34837;2.19;4.56;8.46;95.63;5.02;9.87;6.34
34838;0.00;20.22;8.62;77.51;1.92;13.58;4.39
34839;0.00;23.69;10.02;76.98;2.44;15.67;3.55
34840;0.00;17.12;8.93;76.82;2.43;11.88;4.39
34841;0.00;26.65;9.58;74.97;1.57;16.34;1.12
34842;0.00;23.14;14.71;66.14;1.96;20.81;6.30
34843;0.00;24.04;18.23;66.78;1.86;24.77;10.42
34844;0.00;16.94;18.64;73.03;1.70;24.03;12.65
34845;1.39;8.82;15.99;86.30;2.40;17.56;13.66
34846;13.93;2.35;12.42;101.73;2.72;13.88;10.09
34847;0.20;26.14;17.60;83.01;2.35;24.85;9.38
34848;5.77;6.71;17.29;92.85;1.89;20.53;15.20
34849;4.18;7.10;14.15;96.06;2.33;15.15;12.67
34850;0.40;7.64;13.48;92.74;2.13;15.93;11.50
34851;24.48;4.67;11.96;99.65;2.54;12.78;11.11
34852;1.00;8.87;11.88;92.50;2.23;14.69;8.66
34853;0.00;16.93;13.86;85.96;1.62;17.86;9.56
34854;2.19;11.08;14.28;91.63;1.87;17.42;11.84
34855;4.98;22.02;14.90;86.78;2.09;19.29;9.76
34856;3.38;16.22;13.90;91.57;2.72;16.45;11.51
34857;13.53;8.35;13.12;92.40;2.50;16.60;10.78
34858;0.00;18.15;11.16;83.66;3.96;15.06;7.37
34859;0.60;19.24;11.28;83.28;4.26;14.84;8.15
34860;0.20;11.19;11.12;86.36;3.07;13.92;8.00
34861;0.00;16.90;11.36;88.22;2.59;15.07;6.77
34862;0.20;17.13;11.92;88.08;1.41;15.73;6.28
34863;14.33;8.56;12.22;97.49;1.82;16.03;9.50
34864;0.00;9.95;12.00;93.56;3.46;13.99;9.69
34865;1.99;11.03;11.91;88.59;3.23;14.67;10.11
34866;3.78;10.92;11.29;95.94;3.06;12.59;10.10
34867;3.38;9.69;12.26;94.71;3.28;14.92;9.57
34868;0.20;15.46;14.77;89.88;3.78;18.62;10.79
34869;0.00;22.11;15.76;81.85;2.52;21.28;9.07
34870;0.00;23.19;19.37;79.82;1.42;25.91;11.37
34871;4.58;17.17;18.11;88.55;3.65;23.38;11.45
34872;2.79;14.87;11.10;91.88;4.92;13.58;8.65
